AGYSUB,LOC,AGELVL,EDLVL,GSEGRD,LOSLVL,OCC,PATCO,PP,PPGRD,SALLVL,STEMOCC,SUPERVIS,TOA,WORKSCH,WORKSTAT,DATECODE,EMPLOYMENT,SALARY,LOS,AGYSUB,LOC,AGELVL,EDLVL,GSEGRD,LOSLVL,OCC,PATCO,PP1,PPGRD,SALLVL,STEMOCC,SUPERVIS,TOA,WORKSCH,WORKSTAT,DATECODE1,EMPLOYMENT1,SALARY,LOS,Salary_hike
HU05,17,E,4,13,D,1101,2,99,GS-13,J,XXXX,8,10,F,1,202106,1,109001,6.7,HU05,17,E,4,13,D,1101,2,99,GS-13,J,XXXX,8,10,F,1,202109,1,109001,7,0
HU05,39,J,13,12,I,1101,2,99,GS-12,J,XXXX,8,10,F,1,202106,1,104275,31.4,HU05,39,J,13,12,I,1101,2,99,GS-12,J,XXXX,8,10,F,1,202109,1,104275,31.7,0
HU05,27,K,4,9,G,343,2,99,GS-09,F,XXXX,8,10,F,1,202106,1,65106,22.4,HU05,27,K,4,9,G,343,2,99,GS-09,F,XXXX,8,10,F,1,202109,1,65106,22.7,0
HU05,17,H,21,15,F,905,1,99,GS-15,Q,XXXX,2,30,F,1,202106,1,170449,16.8,HU05,17,H,21,15,F,905,1,99,GS-15,Q,XXXX,2,30,F,1,202109,1,170449,17.1,0
HU05,27,I,4,7,I,303,3,99,GS-07,F,XXXX,8,10,F,1,202106,1,61056,30.3,HU05,27,I,4,7,I,303,3,99,GS-07,F,XXXX,8,10,F,1,202109,1,61056,30.6,0
HU05,39,H,10,14,F,1101,2,99,GS-14,M,XXXX,2,10,F,1,202106,1,131490,16.8,HU05,39,H,10,14,F,1101,2,99,GS-14,M,XXXX,2,10,F,1,202109,1,131490,17.1,0
HU05,18,I,8,12,J,360,2,99,GS-12,I,XXXX,8,10,F,1,202106,1,98976,40,HU05,18,I,8,12,J,360,2,99,GS-12,J,XXXX,8,10,F,1,202109,1,101581,40.3,1
HU05,17,G,13,12,F,360,2,99,GS-12,J,XXXX,8,10,F,1,202106,1,105990,18.8,HU05,17,G,13,12,F,360,2,99,GS-12,J,XXXX,8,10,F,1,202109,1,108855,19.1,1
HU05,26,K,4,7,I,303,3,99,GS-07,F,XXXX,8,10,F,1,202106,1,62359,31,HU05,26,K,4,7,I,303,3,99,GS-07,F,XXXX,8,10,F,1,202109,1,62359,31.3,0
HU05,17,H,6,12,I,1109,2,99,GS-12,J,XXXX,8,10,F,1,202106,1,108855,30.9,HU05,17,H,6,12,I,1109,2,99,GS-12,J,XXXX,8,10,F,1,202109,1,108855,31.2,0
HU05,17,K,16,15,J,905,1,99,GS-15,Q,XXXX,2,38,F,1,202106,1,172500,46.7,HU05,17,K,16,15,J,905,1,99,GS-15,Q,XXXX,2,38,F,1,202109,1,172500,47,0
HU05,17,I,6,12,I,950,2,99,GS-12,I,XXXX,8,10,F,1,202106,1,97395,31.8,HU05,17,I,6,12,I,950,2,99,GS-12,I,XXXX,8,10,F,1,202109,1,97395,32.1,0
HU05,17,J,21,15,I,905,1,99,GS-15,Q,XXXX,2,30,F,1,202106,1,172500,33.5,HU05,17,J,21,15,I,905,1,99,GS-15,Q,XXXX,2,30,F,1,202109,1,172500,33.8,0
HU05,17,I,6,12,I,950,2,99,GS-12,I,XXXX,8,10,F,1,202106,1,97395,33,HU05,17,I,6,12,I,950,2,99,GS-12,I,XXXX,8,10,F,1,202109,1,97395,33.3,0
HU05,17,J,13,14,H,1101,2,99,GS-14,N,XXXX,2,10,F,1,202106,1,148929,25.9,HU05,17,J,13,14,H,1101,2,99,GS-14,N,XXXX,2,10,F,1,202109,1,148929,26.2,0
HU05,26,H,13,13,I,1101,2,99,GS-13,M,XXXX,8,10,F,1,202106,1,131533,31,HU05,26,H,13,13,I,1101,2,99,GS-13,M,XXXX,8,10,F,1,202109,1,131533,31.3,0
HU05,39,J,13,12,I,1101,2,99,GS-12,J,XXXX,8,10,F,1,202106,1,104970,31,HU05,39,J,13,12,I,1101,2,99,GS-12,J,XXXX,8,10,F,1,202109,1,104970,31.3,0
HU05,17,J,13,13,F,801,1,99,GS-13,M,801,8,10,F,1,202106,1,132845,15,HU05,17,J,13,13,F,801,1,99,GS-13,M,801,8,10,F,1,202109,1,132845,15.3,0
HU05,17,I,13,13,I,1101,2,99,GS-13,M,XXXX,8,10,F,1,202106,1,132845,31,HU05,17,I,13,13,I,1101,2,99,GS-13,M,XXXX,8,10,F,1,202109,1,132845,31.3,0
HU05,39,H,17,13,H,801,1,99,GS-13,L,801,8,10,F,1,202106,1,124818,25.9,HU05,39,H,17,13,H,801,1,99,GS-13,L,801,8,10,F,1,202109,1,124818,26.2,0
HU05,17,I,9,12,I,1101,2,99,GS-12,J,XXXX,8,10,F,1,202106,1,103125,31.8,HU05,17,I,9,12,I,1101,2,99,GS-12,J,XXXX,8,10,F,1,202109,1,103125,32.1,0
HU05,26,F,15,15,F,905,1,99,GS-15,P,XXXX,2,30,F,1,202106,1,164077,15.8,HU05,26,F,15,15,F,905,1,99,GS-15,P,XXXX,2,30,F,1,202109,1,164077,16.1,0
HU05,39,H,13,12,I,1101,2,99,GS-12,J,XXXX,8,10,F,1,202106,1,104970,30.3,HU05,39,H,13,12,I,1101,2,99,GS-12,J,XXXX,8,10,F,1,202109,1,104970,30.6,0
HU05,17,H,4,7,G,303,3,99,GS-07,F,XXXX,8,10,F,1,202106,1,62981,23,HU05,17,H,4,7,G,303,3,99,GS-07,F,XXXX,8,10,F,1,202109,1,62981,23.3,0
HU05,17,G,15,15,G,360,2,99,GS-15,P,XXXX,2,10,F,1,202106,1,165714,20.5,HU05,17,G,15,15,G,360,2,99,GS-15,Q,XXXX,2,10,F,1,202109,1,170449,20.8,1
HU05,17,E,12,11,E,301,2,99,GS-11,H,XXXX,8,15,F,1,202106,1,81259,11.5,HU05,17,E,12,12,E,301,2,99,GS-12,H,XXXX,8,15,F,1,202109,1,88800,11.8,1
HU05,18,J,10,11,J,950,2,99,GS-11,H,XXXX,8,10,F,1,202106,1,80405,35,HU05,18,J,10,11,J,950,2,99,GS-11,H,XXXX,8,10,F,1,202109,1,82578,35.3,1
HU05,26,K,7,13,I,1101,2,99,GS-13,L,XXXX,8,10,F,1,202106,1,128160,33,HU05,26,K,7,13,I,1101,2,99,GS-13,M,XXXX,8,10,F,1,202109,1,131533,33.3,1
HU05,39,I,13,13,I,301,2,99,GS-13,L,XXXX,8,10,F,1,202106,1,123991,34,HU05,39,I,13,13,I,301,2,99,GS-13,L,XXXX,8,10,F,1,202109,1,123991,34.3,0
HU05,17,K,9,13,E,828,2,99,GS-13,K,828,8,10,F,1,202106,1,112407,13,HU05,17,K,9,13,E,828,2,99,GS-13,K,828,8,10,F,1,202109,1,112407,13.3,0
HU05,26,K,4,13,G,1171,2,99,GS-13,M,XXXX,8,10,F,1,202106,1,131533,22.9,HU05,26,K,4,13,G,1171,2,99,GS-13,M,XXXX,8,10,F,1,202109,1,131533,23.2,0
HU05,17,F,15,14,F,905,1,99,GS-14,N,XXXX,8,30,F,1,202106,1,144904,17,HU05,17,F,15,14,F,905,1,99,GS-14,N,XXXX,8,30,F,1,202109,1,144904,17.3,0
HU05,17,I,17,15,I,301,2,99,GS-15,Q,XXXX,2,10,F,1,202106,1,172500,30,HU05,17,I,17,15,I,301,2,99,GS-15,Q,XXXX,2,10,F,1,202109,1,172500,30.3,0
HU05,26,G,13,13,F,301,2,99,GS-13,K,XXXX,8,10,F,1,202106,1,114669,16.8,HU05,26,G,13,13,F,301,2,99,GS-13,K,XXXX,8,10,F,1,202109,1,118042,17.1,1
HU05,17,K,9,7,I,303,3,99,GS-07,F,XXXX,8,10,F,1,202106,1,62981,30.3,HU05,17,K,9,7,I,303,3,99,GS-07,F,XXXX,8,10,F,1,202109,1,62981,30.6,0
HU05,17,K,9,13,J,1101,2,99,GS-13,M,XXXX,8,10,F,1,202106,1,132845,45.5,HU05,17,K,9,13,J,1101,2,99,GS-13,M,XXXX,8,10,F,1,202109,1,132845,45.8,0
HU05,26,F,4,11,F,1101,2,99,GS-11,G,XXXX,8,10,F,1,202106,1,78089,19,HU05,26,F,4,11,F,1101,2,99,GS-11,G,XXXX,8,10,F,1,202109,1,78089,19.3,0
HU05,17,H,13,12,I,1101,2,99,GS-12,K,XXXX,8,10,F,1,202106,1,111720,30.9,HU05,17,H,13,12,I,1101,2,99,GS-12,K,XXXX,8,10,F,1,202109,1,111720,31.2,0
HU05,18,J,6,12,I,1101,2,99,GS-12,I,XXXX,8,10,F,1,202106,1,96371,32.1,HU05,18,J,6,12,I,1101,2,99,GS-12,I,XXXX,8,10,F,1,202109,1,98976,32.4,1
HU05,27,J,9,13,J,1101,2,99,GS-13,K,XXXX,8,10,F,1,202106,1,112274,40.5,HU05,27,J,9,13,J,1101,2,99,GS-13,K,XXXX,8,10,F,1,202109,1,112274,40.8,0
HU05,17,K,13,11,G,950,2,99,GS-11,H,XXXX,8,10,F,1,202106,1,83649,22.2,HU05,17,K,13,11,G,950,2,99,GS-11,H,XXXX,8,10,F,1,202109,1,83649,22.5,0
HU05,27,E,13,13,E,1101,2,99,GS-13,J,XXXX,8,10,F,1,202106,1,108972,13,HU05,27,E,13,13,E,1101,2,99,GS-13,K,XXXX,8,10,F,1,202109,1,112274,13.3,1
HU05,17,J,13,13,I,1101,2,99,GS-13,K,XXXX,8,10,F,1,202106,1,119220,34,HU05,17,J,13,13,I,1101,2,99,GS-13,K,XXXX,8,10,F,1,202109,1,119220,34.3,0
HU05,39,G,17,13,G,360,2,99,GS-13,J,XXXX,8,10,F,1,202106,1,104915,24.4,HU05,39,G,17,13,G,360,2,99,GS-13,J,XXXX,8,10,F,1,202109,1,104915,24.7,0
HU05,26,H,4,14,F,1101,2,99,GS-14,N,XXXX,2,10,F,1,202106,1,143473,17.2,HU05,26,H,4,14,F,1101,2,99,GS-14,N,XXXX,2,10,F,1,202109,1,143473,17.5,0
HU05,17,J,4,14,G,905,1,99,GS-14,O,XXXX,8,30,F,1,202106,1,156979,21,HU05,17,J,4,14,G,905,1,99,GS-14,O,XXXX,8,30,F,1,202109,1,156979,21.3,0
HU05,55,I,14,12,I,360,2,99,GS-12,J,XXXX,8,10,F,1,202106,1,105091,30.8,HU05,55,I,14,12,I,360,2,99,GS-12,J,XXXX,8,10,F,1,202109,1,105091,31.1,0
HU05,27,J,13,15,E,340,2,99,GS-15,Q,XXXX,2,10,F,1,202106,1,172500,13,HU05,27,J,13,15,E,340,2,99,GS-15,Q,XXXX,2,10,F,1,202109,1,172500,13.3,0
HU05,27,I,17,15,H,301,2,99,GS-15,P,XXXX,2,10,F,1,202106,1,165239,25.9,HU05,27,I,17,15,H,301,2,99,GS-15,P,XXXX,2,10,F,1,202109,1,169829,26.2,1
HU05,39,K,13,12,J,1101,2,99,GS-12,J,XXXX,8,10,F,1,202106,1,104970,42,HU05,39,K,13,12,J,1101,2,99,GS-12,J,XXXX,8,10,F,1,202109,1,104970,42.3,0
HU05,17,K,17,13,F,360,2,99,GS-13,K,XXXX,8,10,F,1,202106,1,119220,18.9,HU05,17,K,17,13,F,360,2,99,GS-13,K,XXXX,8,10,F,1,202109,1,119220,19.2,0
HU05,17,F,14,12,E,1101,2,99,GS-12,J,XXXX,8,10,F,1,202106,1,103125,14,HU05,17,F,14,12,E,1101,2,99,GS-12,J,XXXX,8,10,F,1,202109,1,103125,14.3,0
HU05,27,J,9,13,E,1101,2,99,GS-13,K,XXXX,8,10,F,1,202106,1,115576,13,HU05,27,J,9,13,E,1101,2,99,GS-13,K,XXXX,8,10,F,1,202109,1,115576,13.3,0
HU05,17,J,17,15,I,301,2,99,GS-15,Q,XXXX,2,10,F,1,202106,1,172500,31.4,HU05,17,J,17,15,I,301,2,99,GS-15,Q,XXXX,2,10,F,1,202109,1,172500,31.7,0
HU05,26,G,17,11,E,1101,2,99,GS-11,H,XXXX,8,10,F,1,202106,1,80456,12,HU05,26,G,17,11,E,1101,2,99,GS-11,H,XXXX,8,10,F,1,202109,1,80456,12.3,0
HU05,55,G,17,13,F,1160,2,99,GS-13,J,XXXX,8,10,F,1,202106,1,108941,16,HU05,55,G,17,13,F,1160,2,99,GS-13,J,XXXX,8,10,F,1,202109,1,108941,16.3,0
HU05,17,G,15,14,E,905,1,99,GS-14,N,XXXX,8,30,F,1,202106,1,140879,10.5,HU05,17,G,15,14,E,905,1,99,GS-14,N,XXXX,8,30,F,1,202109,1,140879,10.8,0
HU05,18,E,13,13,E,1160,2,99,GS-13,I,XXXX,8,10,F,1,202106,1,99108,11.5,HU05,18,E,13,13,E,1160,2,99,GS-13,I,XXXX,8,10,F,1,202109,1,99108,11.8,0
HU05,17,E,21,13,D,360,2,99,GS-13,K,XXXX,8,10,F,1,202106,1,115813,7.2,HU05,17,E,21,13,D,360,2,99,GS-13,K,XXXX,8,10,F,1,202109,1,115813,7.5,0
HU05,39,E,17,12,E,1160,2,99,GS-12,H,XXXX,8,10,F,1,202106,1,88230,10.5,HU05,39,E,17,12,E,1160,2,99,GS-12,H,XXXX,8,10,F,1,202109,1,88230,10.8,0
HU05,27,J,17,13,F,1101,2,99,GS-13,J,XXXX,8,10,F,1,202106,1,108972,15,HU05,27,J,17,13,F,1101,2,99,GS-13,K,XXXX,8,10,F,1,202109,1,112274,15.3,1
HU05,26,G,21,13,F,343,2,99,GS-13,K,XXXX,8,10,F,1,202106,1,118042,18.8,HU05,26,G,21,13,F,343,2,99,GS-13,L,XXXX,8,10,F,1,202109,1,121415,19.1,1
HU05,26,K,4,13,E,828,2,99,GS-13,L,828,8,10,F,1,202106,1,128160,10,HU05,26,K,4,13,E,828,2,99,GS-13,L,828,8,10,F,1,202109,1,128160,10.3,0
HU05,27,E,15,13,D,1101,2,99,GS-13,K,XXXX,8,10,F,1,202106,1,112274,6.8,HU05,27,E,15,13,D,1101,2,99,GS-13,K,XXXX,8,10,F,1,202109,1,112274,7.1,0
HU05,27,F,4,13,D,343,2,99,GS-13,K,XXXX,8,10,F,1,202106,1,112274,9,HU05,27,F,4,13,D,343,2,99,GS-13,K,XXXX,8,10,F,1,202109,1,112274,9.3,0
HU05,26,H,4,13,D,1101,2,99,GS-13,K,XXXX,8,10,F,1,202106,1,118042,9,HU05,26,H,4,13,D,1101,2,99,GS-13,K,XXXX,8,10,F,1,202109,1,118042,9.3,0
HU05,26,H,17,13,D,1101,2,99,GS-13,L,XXXX,8,10,F,1,202106,1,121415,8.7,HU05,26,H,17,13,D,1101,2,99,GS-13,L,XXXX,8,10,F,1,202109,1,124788,9,1
HU05,27,H,4,13,E,1101,2,99,GS-13,I,XXXX,8,10,F,1,202106,1,99065,11.6,HU05,27,H,4,13,E,1101,2,99,GS-13,J,XXXX,8,10,F,1,202109,1,102367,11.9,1
HU05,17,I,9,13,D,1101,2,99,GS-13,K,XXXX,8,10,F,1,202106,1,115813,8.2,HU05,17,I,9,13,D,1101,2,99,GS-13,K,XXXX,8,10,F,1,202109,1,115813,8.5,0
HU05,26,E,17,13,D,1101,2,99,GS-13,K,XXXX,8,10,F,1,202106,1,111297,7,HU05,26,E,17,13,D,1101,2,99,GS-13,K,XXXX,8,10,F,1,202109,1,111297,7.3,0
HU05,17,I,4,12,D,1101,2,99,GS-12,H,XXXX,8,10,F,1,202106,1,88800,6.9,HU05,17,I,4,12,D,1101,2,99,GS-12,H,XXXX,8,10,F,1,202109,1,88800,7.2,0
HU05,17,E,17,13,D,1101,2,99,GS-13,J,XXXX,8,10,F,1,202106,1,109001,6.9,HU05,17,E,17,13,D,1101,2,99,GS-13,K,XXXX,8,10,F,1,202109,1,112407,7.2,1
HU05,17,E,17,13,D,1101,2,99,GS-13,K,XXXX,8,10,F,1,202106,1,112407,6.9,HU05,17,E,17,13,D,1101,2,99,GS-13,K,XXXX,8,10,F,1,202109,1,112407,7.2,0
HU05,26,E,4,13,D,1101,2,99,GS-13,J,XXXX,8,10,F,1,202106,1,101179,6,HU05,26,E,4,13,D,1101,2,99,GS-13,J,XXXX,8,10,F,1,202109,1,104551,6.3,1
HU05,17,I,17,15,D,1101,2,99,GS-15,O,XXXX,2,10,F,1,202106,1,156245,6.8,HU05,17,I,17,15,D,1101,2,99,GS-15,O,XXXX,2,10,F,1,202109,1,156245,7.1,0
HU05,17,E,13,14,D,1101,2,99,GS-14,M,XXXX,2,10,F,1,202106,1,132830,6.8,HU05,17,E,13,14,D,1101,2,99,GS-14,M,XXXX,2,10,F,1,202109,1,132830,7.1,0
HU05,17,F,4,15,D,1101,2,99,GS-15,P,XXXX,2,10,F,1,202106,1,165714,6.8,HU05,17,F,4,15,D,1101,2,99,GS-15,Q,XXXX,2,10,F,1,202109,1,170449,7.1,1
HU05,17,E,15,13,D,360,2,99,GS-13,K,XXXX,8,10,F,1,202106,1,112407,6.8,HU05,17,E,15,13,D,360,2,99,GS-13,K,XXXX,8,10,F,1,202109,1,115813,7.1,1
HU05,17,K,21,15,D,1101,2,99,GS-15,P,XXXX,2,10,F,1,202106,1,160979,6.8,HU05,17,K,21,15,D,1101,2,99,GS-15,P,XXXX,2,10,F,1,202109,1,165714,7.1,1
HU05,17,G,17,12,D,110,1,99,GS-12,I,110,8,10,F,1,202106,1,94530,6.7,HU05,17,G,17,12,D,110,1,99,GS-12,I,110,8,10,F,1,202109,1,94530,7,0
HU05,17,E,17,12,D,110,1,99,GS-12,I,110,8,10,F,1,202106,1,94530,6.7,HU05,17,E,17,12,D,110,1,99,GS-12,I,110,8,10,F,1,202109,1,94530,7,0
HU05,26,G,13,13,D,1101,2,99,GS-13,J,XXXX,8,10,F,1,202106,1,107924,6.7,HU05,26,G,13,13,D,343,2,99,GS-13,K,XXXX,8,10,F,1,202109,1,114669,7,1
HU05,26,G,13,13,D,1101,2,99,GS-13,J,XXXX,8,10,F,1,202106,1,107924,6.7,HU05,26,G,13,13,D,1101,2,99,GS-13,K,XXXX,8,10,F,1,202109,1,111297,7,1
HU05,26,G,13,13,D,343,2,99,GS-13,K,XXXX,8,10,F,1,202106,1,114669,6.7,HU05,26,G,13,13,D,343,2,99,GS-13,K,XXXX,8,10,F,1,202109,1,114669,7,0
HU05,27,E,17,12,D,1101,2,99,GS-12,I,XXXX,8,10,F,1,202106,1,94419,6.4,HU05,27,E,17,12,D,1101,2,99,GS-12,I,XXXX,8,10,F,1,202109,1,94419,6.7,0
HU05,27,K,17,15,D,301,2,99,GS-15,O,XXXX,2,10,F,1,202106,1,156059,6.3,HU05,27,K,17,15,D,301,2,99,GS-15,O,XXXX,2,10,F,1,202109,1,156059,6.6,0
HU05,17,H,17,13,D,1101,2,99,GS-13,K,XXXX,8,10,F,1,202106,1,112407,6.3,HU05,17,H,17,13,D,1101,2,99,GS-13,K,XXXX,8,10,F,1,202109,1,115813,6.6,1
HU05,17,I,17,13,D,1101,2,99,GS-13,K,XXXX,8,10,F,1,202106,1,115813,6.3,HU05,17,I,17,13,D,1101,2,99,GS-13,K,XXXX,8,10,F,1,202109,1,115813,6.6,0
HU05,26,G,17,14,D,1101,2,99,GS-14,L,XXXX,2,10,F,1,202106,1,123548,6.3,HU05,26,G,17,14,D,1101,2,99,GS-14,L,XXXX,2,10,F,1,202109,1,123548,6.6,0
HU05,27,J,4,12,D,1101,2,99,GS-12,H,XXXX,8,10,F,1,202106,1,86086,6.3,HU05,27,J,4,12,D,1101,2,99,GS-12,H,XXXX,8,10,F,1,202109,1,86086,6.6,0
HU05,27,J,13,13,D,1101,2,99,GS-13,K,XXXX,8,10,F,1,202106,1,115576,6.3,HU05,27,J,13,13,D,1101,2,99,GS-13,K,XXXX,8,10,F,1,202109,1,115576,6.6,0
HU05,17,F,4,13,D,1101,2,99,GS-13,K,XXXX,8,10,F,1,202106,1,119220,6.2,HU05,17,F,4,13,D,1101,2,99,GS-13,K,XXXX,8,10,F,1,202109,1,119220,6.5,0
HU05,17,F,4,13,D,360,2,99,GS-13,K,XXXX,8,10,F,1,202106,1,112407,6,HU05,17,F,4,13,D,360,2,99,GS-13,K,XXXX,8,10,F,1,202109,1,112407,6.3,0
HU05,17,G,13,13,D,828,2,99,GS-13,J,828,8,10,F,1,202106,1,109001,5.9,HU05,17,G,13,13,D,828,2,99,GS-13,J,828,8,10,F,1,202109,1,109001,6.2,0
HU05,17,H,17,13,D,1101,2,99,GS-13,K,XXXX,8,10,F,1,202106,1,115813,5.8,HU05,17,H,17,13,D,1101,2,99,GS-13,K,XXXX,8,10,F,1,202109,1,115813,6.1,0
HU05,17,J,4,13,D,1101,2,99,GS-13,K,XXXX,8,10,F,1,202106,1,119220,5.8,HU05,17,J,4,13,D,1101,2,99,GS-13,K,XXXX,8,10,F,1,202109,1,119220,6.1,0
HU05,17,K,21,14,D,1101,2,99,GS-14,M,XXXX,2,10,F,1,202106,1,136854,5.8,HU05,17,K,21,14,D,1101,2,99,GS-14,M,XXXX,2,10,F,1,202109,1,136854,6.1,0
HU05,18,I,13,13,D,1101,2,99,GS-13,J,XXXX,8,10,F,1,202106,1,102206,5.7,HU05,18,I,13,13,D,1101,2,99,GS-13,J,XXXX,8,10,F,1,202109,1,105303,6,1
HU05,39,J,13,14,J,360,2,99,GS-14,N,XXXX,2,10,F,1,202106,1,146517,35,HU05,39,J,13,14,J,360,2,99,GS-14,N,XXXX,2,10,F,1,202109,1,146517,35.3,0
HU05,17,E,17,13,C,1101,2,99,GS-13,K,XXXX,8,10,F,1,202106,1,112407,4.4,HU05,17,E,17,13,C,1101,2,99,GS-13,K,XXXX,8,10,F,1,202109,1,112407,4.7,0
HU05,17,H,17,13,C,1101,2,99,GS-13,K,XXXX,8,10,F,1,202106,1,112407,4.4,HU05,17,H,17,13,C,1101,2,99,GS-13,K,XXXX,8,10,F,1,202109,1,112407,4.7,0
HU05,27,H,13,13,C,301,2,99,GS-13,J,XXXX,8,10,F,1,202106,1,108972,4.4,HU05,27,H,13,13,C,301,2,99,GS-13,J,XXXX,8,10,F,1,202109,1,108972,4.7,0
HU05,39,G,17,11,C,301,2,99,GS-11,G,XXXX,8,10,F,1,202106,1,73612,3.9,HU05,39,G,17,12,C,301,2,99,GS-12,H,XXXX,8,10,F,1,202109,1,82882,4.2,1
HU05,26,E,17,13,B,1101,2,99,GS-13,J,XXXX,8,15,F,1,202106,1,104551,2,HU05,26,E,17,13,B,1101,2,99,GS-13,J,XXXX,8,15,F,1,202109,1,107924,2.3,1
HU05,17,D,10,11,B,1101,2,99,GS-11,G,XXXX,8,15,F,1,202106,1,74087,1.8,HU05,17,D,10,11,B,1101,2,99,GS-11,G,XXXX,8,15,F,1,202109,1,76478,2.1,1
HU05,39,G,17,12,B,1101,2,99,GS-12,H,XXXX,8,15,F,1,202106,1,80743,1.5,HU05,39,G,17,12,B,1101,2,99,GS-12,H,XXXX,8,15,F,1,202109,1,80743,1.8,0
HU05,26,F,13,13,B,1101,2,99,GS-13,J,XXXX,8,15,F,1,202106,1,101179,1.5,HU05,26,F,13,13,B,1101,2,99,GS-13,J,XXXX,8,15,F,1,202109,1,101179,1.8,0
HU05,17,G,13,11,B,1101,2,99,GS-11,G,XXXX,8,15,F,1,202106,1,74087,1.5,HU05,17,G,13,12,B,343,2,99,GS-12,H,XXXX,8,15,F,1,202109,1,85935,1.8,1
HU05,26,H,13,12,B,301,2,99,GS-12,H,XXXX,8,15,F,1,202106,1,87923,1.4,HU05,26,H,13,12,B,301,2,99,GS-12,H,XXXX,8,15,F,1,202109,1,87923,1.7,0
HU05,17,D,17,12,B,301,2,99,GS-12,H,XXXX,8,15,F,1,202106,1,85935,1.4,HU05,17,D,17,12,B,301,2,99,GS-12,H,XXXX,8,15,F,1,202109,1,85935,1.7,0
HU05,17,E,17,12,B,301,2,99,GS-12,H,XXXX,8,15,F,1,202106,1,85935,1.4,HU05,17,E,17,12,B,301,2,99,GS-12,H,XXXX,8,15,F,1,202109,1,85935,1.7,0
HU05,17,E,17,12,B,301,2,99,GS-12,H,XXXX,8,15,F,1,202106,1,85935,1.4,HU05,17,E,17,12,B,301,2,99,GS-12,H,XXXX,8,15,F,1,202109,1,85935,1.7,0
HU05,17,E,17,12,B,301,2,99,GS-12,H,XXXX,8,15,F,1,202106,1,85935,1.3,HU05,17,E,17,12,B,360,2,99,GS-12,H,XXXX,8,15,F,1,202109,1,88800,1.6,1
HU05,39,C,13,12,B,301,2,99,GS-12,H,XXXX,8,15,F,1,202106,1,82882,1.3,HU05,39,C,13,12,B,301,2,99,GS-12,H,XXXX,8,15,F,1,202109,1,82882,1.6,0
HU05,17,J,13,13,B,1101,2,99,GS-13,J,XXXX,8,15,F,1,202106,1,105594,1.3,HU05,17,J,13,13,B,1101,2,99,GS-13,J,XXXX,8,15,F,1,202109,1,105594,1.6,0
HU05,17,H,4,15,B,360,2,99,GS-15,N,XXXX,2,15,F,1,202106,1,146775,1.3,HU05,17,H,4,15,B,360,2,99,GS-15,N,XXXX,2,15,F,1,202109,1,146775,1.6,0
HU05,26,G,17,12,B,301,2,99,GS-12,H,XXXX,8,15,F,1,202106,1,87923,1.3,HU05,26,G,17,12,B,301,2,99,GS-12,H,XXXX,8,15,F,1,202109,1,87923,1.6,0
HU05,17,C,13,12,B,301,2,99,GS-12,H,XXXX,8,15,F,1,202106,1,85935,1.3,HU05,17,C,13,12,B,301,2,99,GS-12,H,XXXX,8,15,F,1,202109,1,85935,1.6,0
HU05,27,D,4,12,B,301,2,99,GS-12,H,XXXX,8,15,F,1,202106,1,83309,1.3,HU05,27,D,4,12,B,301,2,99,GS-12,H,XXXX,8,15,F,1,202109,1,83309,1.6,0
HU05,17,E,17,12,B,360,2,99,GS-12,H,XXXX,8,15,F,1,202106,1,88800,1.3,HU05,17,E,17,12,B,360,2,99,GS-12,H,XXXX,8,15,F,1,202109,1,88800,1.6,0
HU05,17,F,13,12,B,1101,2,99,GS-12,H,XXXX,8,15,F,1,202106,1,88800,1.2,HU05,17,F,13,12,B,1101,2,99,GS-12,H,XXXX,8,15,F,1,202109,1,88800,1.5,0
HU05,26,G,17,11,B,1101,2,99,GS-11,G,XXXX,8,15,F,1,202106,1,70989,1,HU05,26,G,17,11,B,1101,2,99,GS-11,G,XXXX,8,15,F,1,202109,1,70989,1.3,0
HU05,18,I,13,13,B,1101,2,99,GS-13,I,XXXX,8,15,F,1,202106,1,92914,1,HU05,18,I,13,13,B,1101,2,99,GS-13,I,XXXX,8,15,F,1,202109,1,92914,1.3,0
HU05,17,D,17,11,B,360,2,99,GS-11,G,XXXX,8,35,F,1,202106,1,71697,1,HU05,17,D,17,11,B,360,2,99,GS-11,G,XXXX,8,35,F,1,202109,1,71697,1.3,0
HU05,26,E,17,12,B,1101,2,99,GS-12,H,XXXX,8,15,F,1,202106,1,85087,1,HU05,26,E,17,12,B,1101,2,99,GS-12,H,XXXX,8,15,F,1,202109,1,87923,1.3,1
HU05,17,I,17,11,A,1109,2,99,GS-11,G,XXXX,8,15,F,1,202106,1,71697,0.5,HU05,17,I,17,11,A,1109,2,99,GS-11,G,XXXX,8,15,F,1,202109,1,71697,0.8,0
HU05,17,D,13,11,A,1101,2,99,GS-11,G,XXXX,8,15,F,1,202106,1,71697,0.5,HU05,17,D,13,11,A,1101,2,99,GS-11,G,XXXX,8,15,F,1,202109,1,71697,0.8,0
HU05,39,H,21,14,A,905,1,99,GS-14,K,XXXX,8,30,F,1,202106,1,113458,0.5,HU05,39,H,21,14,A,905,1,99,GS-14,K,XXXX,8,30,F,1,202109,1,113458,0.8,0
HU05,39,E,9,11,A,301,2,99,GS-11,F,XXXX,8,15,F,1,202106,1,66918,0.5,HU05,39,E,9,11,A,301,2,99,GS-11,F,XXXX,8,15,F,1,202109,1,66918,0.8,0
