AGYSUB,LOC,AGELVL,EDLVL,GSEGRD,LOSLVL,OCC,PATCO,PP,PPGRD,SALLVL,STEMOCC,SUPERVIS,TOA,WORKSCH,WORKSTAT,DATECODE,EMPLOYMENT,SALARY,LOS,AGYSUB,LOC,AGELVL,EDLVL,GSEGRD,LOSLVL,OCC,PATCO,PP1,PPGRD,SALLVL,STEMOCC,SUPERVIS,TOA,WORKSCH,WORKSTAT,DATECODE1,EMPLOYMENT1,SALARY,LOS,Salary_hike
HU02,36,C,13,7,A,360,2,99,GS-07,E,XXXX,8,15,F,1,202106,1,50476,0.4,HU02,36,C,13,7,A,360,2,99,GS-07,E,XXXX,8,15,F,1,202109,1,50476,0.7,0
HU02,36,E,21,14,A,905,1,99,GS-14,L,XXXX,8,30,F,1,202106,1,125817,0.3,HU02,36,E,21,14,A,905,1,99,GS-14,L,XXXX,8,30,F,1,202109,1,125817,0.6,0
HU02,25,F,17,12,A,828,2,99,GS-12,H,828,8,15,F,1,202106,1,86283,0.3,HU02,25,F,17,12,A,828,2,99,GS-12,H,828,8,15,F,1,202109,1,86283,0.6,0
HU02,36,F,4,6,A,303,3,99,GS-06,C,XXXX,8,30,F,1,202106,1,39965,0,HU02,36,F,4,6,A,303,3,99,GS-06,C,XXXX,8,30,F,1,202109,1,39965,0.3,0
HU02,36,E,17,14,D,301,2,99,GS-14,M,XXXX,2,10,F,1,202106,1,134204,7.8,HU02,36,E,17,14,D,301,2,99,GS-14,M,XXXX,2,10,F,1,202109,1,134204,8.1,0
HU02,36,D,17,12,D,360,2,99,GS-12,I,XXXX,8,10,F,1,202106,1,92523,6.7,HU02,36,D,17,12,D,360,2,99,GS-12,I,XXXX,8,10,F,1,202109,1,95508,7,1
HU03,42,H,13,13,E,1101,2,99,GS-13,K,XXXX,8,10,F,1,202106,1,113517,13,HU03,42,H,13,13,E,1101,2,99,GS-13,K,XXXX,8,10,F,1,202109,1,116855,13.3,1
HU03,42,K,13,13,E,1101,2,99,GS-13,L,XXXX,8,10,F,1,202106,1,120194,11.5,HU03,42,K,13,13,E,1101,2,99,GS-13,L,XXXX,8,10,F,1,202109,1,120194,11.8,0
HU03,24,J,9,12,F,301,2,99,GS-12,J,XXXX,8,10,F,1,202106,1,107548,15.8,HU03,24,J,9,12,F,301,2,99,GS-12,J,XXXX,8,10,F,1,202109,1,107548,16.1,0
HU03,42,H,4,13,I,1101,2,99,GS-13,L,XXXX,8,10,F,1,202106,1,126872,32,HU03,42,H,4,13,I,1101,2,99,GS-13,L,XXXX,8,10,F,1,202109,1,126872,32.3,0
HU03,42,J,13,13,I,1101,2,99,GS-13,M,XXXX,2,10,F,1,202106,1,130211,30.4,HU03,42,J,13,13,I,1101,2,99,GS-13,M,XXXX,2,10,F,1,202109,1,130211,30.7,0
HU03,11,H,3,7,H,303,3,99,GS-07,F,XXXX,8,10,F,1,202106,1,63906,25.5,HU03,11,H,3,7,H,303,3,99,GS-07,F,XXXX,8,10,F,1,202109,1,63906,25.8,0
HU03,42,J,4,13,J,343,2,99,GS-13,L,XXXX,8,10,F,1,202106,1,120194,38.1,HU03,42,J,4,13,J,343,2,99,GS-13,L,XXXX,8,10,F,1,202109,1,120194,38.4,0
HU03,42,H,4,12,G,1101,2,99,GS-12,I,XXXX,8,10,F,1,202106,1,98272,23,HU03,42,H,4,12,G,1101,2,99,GS-12,I,XXXX,8,10,F,1,202109,1,98272,23.3,0
HU03,42,I,13,13,E,1101,2,99,GS-13,L,XXXX,2,10,F,1,202106,1,120194,13,HU03,42,I,13,13,E,1101,2,99,GS-13,L,XXXX,2,10,F,1,202109,1,120194,13.3,0
HU03,11,I,6,12,I,1101,2,99,GS-12,K,XXXX,8,10,F,1,202106,1,110455,31.2,HU03,11,I,6,12,I,1101,2,99,GS-12,K,XXXX,8,10,F,1,202109,1,113362,31.5,1
HU03,42,G,15,14,F,905,1,99,GS-14,N,XXXX,8,30,F,1,202106,1,142031,15.8,HU03,42,G,15,14,F,905,1,99,GS-14,N,XXXX,8,30,F,1,202109,1,142031,16.1,0
HU03,42,I,21,13,G,1101,2,99,GS-13,M,XXXX,8,10,F,1,202106,1,130211,22,HU03,42,I,21,13,G,1101,2,99,GS-13,M,XXXX,8,10,F,1,202109,1,130211,22.3,0
HU03,11,J,4,13,J,1101,2,99,GS-13,M,XXXX,8,10,F,1,202106,1,134798,37.6,HU03,11,J,4,13,J,1101,2,99,GS-13,M,XXXX,8,10,F,1,202109,1,134798,37.9,0
HU03,42,K,4,13,G,1101,2,99,GS-13,L,XXXX,8,10,F,1,202106,1,123351,20.3,HU03,42,K,4,13,G,1101,2,99,GS-13,L,XXXX,8,10,F,1,202109,1,123351,20.6,0
HU03,42,I,13,13,I,1101,2,99,GS-13,L,XXXX,8,10,F,1,202106,1,123351,33.7,HU03,42,I,13,13,I,301,2,99,GS-13,L,XXXX,8,10,F,1,202109,1,123351,34,0
HU03,42,I,13,13,I,1101,2,99,GS-13,L,XXXX,8,10,F,1,202106,1,123351,33.7,HU03,42,I,13,13,I,1101,2,99,GS-13,L,XXXX,8,10,F,1,202109,1,123351,34,0
HU03,42,F,13,13,F,1101,2,99,GS-13,L,XXXX,8,10,F,1,202106,1,126872,18.4,HU03,42,F,13,13,F,1101,2,99,GS-13,L,XXXX,8,10,F,1,202109,1,126872,18.7,0
HU03,11,J,9,13,J,1101,2,99,GS-13,L,XXXX,8,10,F,1,202106,1,127885,38,HU03,11,J,9,13,J,1101,2,99,GS-13,L,XXXX,8,10,F,1,202109,1,127885,38.3,0
HU03,42,J,14,13,H,1160,2,99,GS-13,L,XXXX,8,10,F,1,202106,1,123351,25.8,HU03,42,J,14,13,H,1160,2,99,GS-13,L,XXXX,8,10,F,1,202109,1,123351,26.1,0
HU03,42,H,4,12,G,1101,2,99,GS-12,I,XXXX,8,10,F,1,202106,1,98272,22.8,HU03,42,H,4,12,G,1101,2,99,GS-12,I,XXXX,8,10,F,1,202109,1,98272,23.1,0
HU03,42,H,9,13,F,343,2,99,GS-13,K,XXXX,8,10,F,1,202106,1,113517,16.9,HU03,42,H,9,13,F,343,2,99,GS-13,K,XXXX,8,10,F,1,202109,1,113517,17.2,0
HU03,42,H,4,13,H,801,1,99,GS-13,L,801,8,10,F,1,202106,1,123351,25.5,HU03,42,H,4,13,H,801,1,99,GS-13,L,801,8,10,F,1,202109,1,123351,25.8,0
HU03,42,G,3,12,I,1101,2,99,GS-12,J,XXXX,8,10,F,1,202106,1,109505,30.7,HU03,42,G,3,12,I,1101,2,99,GS-12,J,XXXX,8,10,F,1,202109,1,109505,31,0
HU03,42,H,13,13,I,301,2,99,GS-13,M,XXXX,8,10,F,1,202106,1,130211,30.8,HU03,42,H,13,13,I,301,2,99,GS-13,M,XXXX,8,10,F,1,202109,1,130211,31.1,0
HU03,42,H,17,12,F,1101,2,99,GS-12,H,XXXX,8,10,F,1,202106,1,89848,17.5,HU03,42,H,17,13,F,1101,2,99,GS-13,J,XXXX,8,10,F,1,202109,1,100161,17.8,1
HU03,42,H,15,14,H,905,1,99,GS-14,O,XXXX,8,30,F,1,202106,1,153866,25.8,HU03,42,H,15,14,H,905,1,99,GS-14,O,XXXX,8,30,F,1,202109,1,153866,26.1,0
HU03,51,J,10,12,I,1101,2,99,GS-12,J,XXXX,8,10,F,1,202106,1,104214,32.6,HU03,51,J,10,12,I,1101,2,99,GS-12,J,XXXX,8,10,F,1,202109,1,104214,32.9,0
HU03,42,K,13,12,G,1101,2,99,GS-12,J,XXXX,8,10,F,1,202106,1,109505,20.5,HU03,42,K,13,12,G,1101,2,99,GS-12,J,XXXX,8,10,F,1,202109,1,109505,20.8,0
HU03,42,J,4,12,G,1101,2,99,GS-12,J,XXXX,8,10,F,1,202106,1,109505,20.3,HU03,42,J,4,12,G,1101,2,99,GS-12,J,XXXX,8,10,F,1,202109,1,109505,20.6,0
HU03,42,I,13,12,E,1101,2,99,GS-12,J,XXXX,8,10,F,1,202106,1,103888,13,HU03,42,I,13,12,E,1101,2,99,GS-12,J,XXXX,8,10,F,1,202109,1,103888,13.3,0
HU03,42,I,4,12,J,360,2,99,GS-12,J,XXXX,8,10,F,1,202106,1,109505,38,HU03,42,I,4,12,J,360,2,99,GS-12,J,XXXX,8,10,F,1,202109,1,109505,38.3,0
HU03,42,H,4,12,J,1101,2,99,GS-12,J,XXXX,8,10,F,1,202106,1,109505,35.7,HU03,42,H,4,12,J,1101,2,99,GS-12,J,XXXX,8,10,F,1,202109,1,109505,36,0
HU03,51,I,13,14,I,1101,2,99,GS-14,L,XXXX,2,10,F,1,202106,1,127659,31.5,HU03,51,I,13,14,I,1101,2,99,GS-14,L,XXXX,2,10,F,1,202109,1,127659,31.8,0
HU03,42,K,4,9,F,360,2,99,GS-09,F,XXXX,8,10,F,1,202106,1,65827,18.8,HU03,42,K,4,9,F,360,2,99,GS-09,F,XXXX,8,10,F,1,202109,1,65827,19.1,0
HU03,42,K,4,14,G,343,2,99,GS-14,N,XXXX,2,10,F,1,202106,1,142031,20.9,HU03,42,K,4,14,G,343,2,99,GS-14,N,XXXX,2,10,F,1,202109,1,142031,21.2,0
HU03,42,I,13,13,G,1101,2,99,GS-13,L,XXXX,8,10,F,1,202106,1,126872,20.3,HU03,42,I,13,13,G,1101,2,99,GS-13,M,XXXX,8,10,F,1,202109,1,130211,20.6,1
HU03,42,H,13,13,H,1101,2,99,GS-13,M,XXXX,8,10,F,1,202106,1,130211,28.7,HU03,42,H,13,13,H,1101,2,99,GS-13,M,XXXX,8,10,F,1,202109,1,130211,29,0
HU03,11,H,10,13,I,301,2,99,GS-13,L,XXXX,8,10,F,1,202106,1,127885,32.1,HU03,11,H,10,13,I,301,2,99,GS-13,L,XXXX,8,10,F,1,202109,1,127885,32.4,0
HU03,24,I,7,12,I,1101,2,99,GS-12,K,XXXX,8,10,F,1,202106,1,113362,34.2,HU03,24,I,7,12,I,1101,2,99,GS-12,K,XXXX,8,10,F,1,202109,1,113362,34.5,0
HU03,42,G,13,12,F,1101,2,99,GS-12,J,XXXX,8,10,F,1,202106,1,103888,17.2,HU03,42,G,13,12,F,1101,2,99,GS-12,J,XXXX,8,10,F,1,202109,1,106697,17.5,1
HU03,24,K,4,13,G,1101,2,99,GS-13,L,XXXX,8,10,F,1,202106,1,127885,20.3,HU03,24,K,4,13,G,1101,2,99,GS-13,L,XXXX,8,10,F,1,202109,1,127885,20.6,0
HU03,11,I,13,14,I,1101,2,99,GS-14,O,XXXX,8,10,F,1,202106,1,159286,30.8,HU03,11,I,13,14,I,1101,2,99,GS-14,O,XXXX,8,10,F,1,202109,1,159286,31.1,0
HU03,42,E,11,12,E,1101,2,99,GS-12,J,XXXX,8,10,F,1,202106,1,101080,14.5,HU03,42,E,11,12,E,1101,2,99,GS-12,J,XXXX,8,10,F,1,202109,1,101080,14.8,0
HU03,42,I,4,12,J,1101,2,99,GS-12,J,XXXX,8,10,F,1,202106,1,106697,36.5,HU03,42,I,4,12,J,1101,2,99,GS-12,J,XXXX,8,10,F,1,202109,1,106697,36.8,0
HU03,42,I,13,12,H,1101,2,99,GS-12,J,XXXX,8,10,F,1,202106,1,109505,26.8,HU03,42,I,13,12,H,1101,2,99,GS-12,J,XXXX,8,10,F,1,202109,1,109505,27.1,0
HU03,42,H,10,12,I,1101,2,99,GS-12,J,XXXX,8,10,F,1,202106,1,101080,30.3,HU03,42,H,10,12,I,1101,2,99,GS-12,J,XXXX,8,10,F,1,202109,1,101080,30.6,0
HU03,54,J,4,13,J,1101,2,99,GS-13,K,XXXX,8,10,F,1,202106,1,116715,35.5,HU03,54,J,4,13,J,1101,2,99,GS-13,K,XXXX,8,10,F,1,202109,1,116715,35.8,0
HU03,42,F,4,13,F,1101,2,99,GS-13,L,XXXX,2,10,F,1,202106,1,123533,18.7,HU03,42,F,4,13,F,1101,2,99,GS-13,L,XXXX,2,10,F,1,202109,1,123533,19,0
HU03,42,H,4,12,G,343,2,99,GS-12,I,XXXX,8,10,F,1,202106,1,92656,21.3,HU03,42,H,4,13,G,343,2,99,GS-13,J,XXXX,8,10,F,1,202109,1,103500,21.6,1
HU03,51,I,11,12,I,1101,2,99,GS-12,J,XXXX,8,10,F,1,202106,1,101541,31.4,HU03,51,I,11,12,I,1101,2,99,GS-12,J,XXXX,8,10,F,1,202109,1,101541,31.7,0
HU03,42,G,17,15,F,301,2,99,GS-15,M,XXXX,2,10,F,1,202106,1,131889,15.9,HU03,42,G,17,15,F,301,2,99,GS-15,M,XXXX,2,10,F,1,202109,1,136286,16.2,1
HU03,42,H,17,12,G,360,2,99,GS-12,J,XXXX,8,10,F,1,202106,1,109505,23,HU03,42,H,17,12,G,360,2,99,GS-12,J,XXXX,8,10,F,1,202109,1,109505,23.3,0
HU03,42,H,4,12,I,1101,2,99,GS-12,J,XXXX,8,10,F,1,202106,1,101080,30.8,HU03,42,H,4,12,I,1101,2,99,GS-12,J,XXXX,8,10,F,1,202109,1,101080,31.1,0
HU03,42,K,4,14,G,1101,2,99,GS-14,M,XXXX,2,10,F,1,202106,1,138086,20.9,HU03,42,K,4,14,G,343,2,99,GS-14,N,XXXX,2,10,F,1,202109,1,142031,21.2,1
HU03,42,K,4,14,G,1101,2,99,GS-14,M,XXXX,2,10,F,1,202106,1,138086,20.9,HU03,42,K,4,14,G,1101,2,99,GS-14,M,XXXX,2,10,F,1,202109,1,138086,21.2,0
HU03,42,I,13,14,I,1101,2,99,GS-14,M,XXXX,2,10,F,1,202106,1,138086,31.7,HU03,42,I,13,14,I,1101,2,99,GS-14,M,XXXX,2,10,F,1,202109,1,138086,32,0
HU03,42,H,13,14,I,1101,2,99,GS-14,N,XXXX,8,10,F,1,202106,1,142031,30,HU03,42,H,13,14,I,1101,2,99,GS-14,N,XXXX,8,10,F,1,202109,1,145976,30.3,1
HU03,42,G,9,12,F,1101,2,99,GS-12,J,XXXX,8,10,F,1,202106,1,106697,17.2,HU03,42,G,9,12,F,1101,2,99,GS-12,J,XXXX,8,10,F,1,202109,1,106697,17.5,0
HU03,42,G,15,15,F,905,1,99,GS-15,P,XXXX,2,30,F,1,202106,1,162428,18.8,HU03,42,G,15,15,F,905,1,99,GS-15,P,XXXX,2,30,F,1,202109,1,162428,19.1,0
HU03,10,J,13,13,E,343,2,99,GS-13,J,XXXX,8,10,F,1,202106,1,106839,13.7,HU03,10,J,13,13,E,343,2,99,GS-13,J,XXXX,8,10,F,1,202109,1,106839,14,0
HU03,42,G,13,13,H,1101,2,99,GS-13,L,XXXX,8,10,F,1,202106,1,123533,25,HU03,42,G,13,13,H,1101,2,99,GS-13,L,XXXX,8,10,F,1,202109,1,123533,25.3,0
HU03,42,F,7,7,G,303,3,99,GS-07,F,XXXX,8,10,F,1,202106,1,60149,21.9,HU03,42,F,7,7,G,303,3,99,GS-07,F,XXXX,8,10,F,1,202109,1,60149,22.2,0
HU03,42,J,5,13,J,1101,2,99,GS-13,L,XXXX,8,10,F,1,202106,1,126872,35.7,HU03,42,J,5,13,J,1101,2,99,GS-13,L,XXXX,8,10,F,1,202109,1,126872,36,0
HU03,42,I,15,14,I,905,1,99,GS-14,O,XXXX,8,30,F,1,202106,1,153866,30.2,HU03,42,I,15,14,I,905,1,99,GS-14,O,XXXX,8,30,F,1,202109,1,153866,30.5,0
HU03,11,J,4,13,H,1101,2,99,GS-13,L,XXXX,8,10,F,1,202106,1,120972,26.5,HU03,11,J,4,13,H,1101,2,99,GS-13,L,XXXX,8,10,F,1,202109,1,120972,26.8,0
HU03,24,I,4,12,J,1101,2,99,GS-12,K,XXXX,8,10,F,1,202106,1,113362,35.5,HU03,24,I,4,12,J,1101,2,99,GS-12,K,XXXX,8,10,F,1,202109,1,113362,35.8,0
HU03,42,J,7,12,G,1101,2,99,GS-12,J,XXXX,8,10,F,1,202106,1,101080,21.3,HU03,42,J,7,12,G,1101,2,99,GS-12,J,XXXX,8,10,F,1,202109,1,103888,21.6,1
HU03,42,I,13,13,I,343,2,99,GS-13,M,XXXX,8,10,F,1,202106,1,130211,32,HU03,42,I,13,13,I,343,2,99,GS-13,M,XXXX,8,10,F,1,202109,1,130211,32.3,0
HU03,42,I,7,12,H,950,2,99,GS-12,I,XXXX,8,10,F,1,202106,1,98272,28.5,HU03,42,I,7,12,H,950,2,99,GS-12,I,XXXX,8,10,F,1,202109,1,98272,28.8,0
HU03,42,K,4,15,J,905,1,99,GS-15,Q,XXXX,2,30,F,1,202106,1,172500,35,HU03,42,K,4,15,J,905,1,99,GS-15,Q,XXXX,2,30,F,1,202109,1,172500,35.3,0
HU03,39,H,4,13,E,1101,2,99,GS-13,K,XXXX,8,10,F,1,202106,1,118417,12.5,HU03,39,H,4,13,E,1101,2,99,GS-13,K,XXXX,8,10,F,1,202109,1,118417,12.8,0
HU03,24,H,4,13,D,1101,2,99,GS-13,J,XXXX,8,15,F,1,202106,1,107146,6.4,HU03,24,H,4,13,D,1101,2,99,GS-13,J,XXXX,8,15,F,1,202109,1,107146,6.7,0
HU03,11,D,7,11,D,301,2,99,GS-11,H,XXXX,8,10,F,1,202106,1,80027,7.8,HU03,11,D,7,11,D,301,2,99,GS-11,H,XXXX,8,10,F,1,202109,1,80027,8.1,0
HU03,42,F,13,13,D,301,2,99,GS-13,K,XXXX,8,10,F,1,202106,1,116855,6.7,HU03,42,F,13,13,D,301,2,99,GS-13,K,XXXX,8,10,F,1,202109,1,116855,7,0
HU03,42,K,4,13,E,343,2,99,GS-13,K,XXXX,8,10,F,1,202106,1,113517,11.6,HU03,42,K,4,13,E,343,2,99,GS-13,K,XXXX,8,10,F,1,202109,1,116855,11.9,1
HU03,42,K,15,13,F,1101,2,99,GS-13,K,XXXX,8,10,F,1,202106,1,116855,19,HU03,42,K,15,13,F,1101,2,99,GS-13,L,XXXX,8,10,F,1,202109,1,120194,19.3,1
HU03,42,I,7,13,E,343,2,99,GS-13,K,XXXX,8,10,F,1,202106,1,113517,11.5,HU03,42,I,7,13,E,343,2,99,GS-13,K,XXXX,8,10,F,1,202109,1,113517,11.8,0
HU03,26,J,13,13,E,1101,2,99,GS-13,L,XXXX,8,10,F,1,202106,1,121415,11,HU03,26,J,13,13,E,1101,2,99,GS-13,L,XXXX,8,10,F,1,202109,1,121415,11.3,0
HU03,42,J,13,13,C,1101,2,99,GS-13,L,XXXX,8,10,F,1,202106,1,120194,3.8,HU03,42,J,13,13,C,1101,2,99,GS-13,L,XXXX,8,10,F,1,202109,1,120194,4.1,0
HU03,24,K,4,13,E,301,2,99,GS-13,K,XXXX,8,10,F,1,202106,1,114059,10,HU03,24,K,4,13,E,301,2,99,GS-13,K,XXXX,8,10,F,1,202109,1,114059,10.3,0
HU03,42,F,4,13,E,343,2,99,GS-13,K,XXXX,8,10,F,1,202106,1,116855,10,HU03,42,F,4,13,E,343,2,99,GS-13,K,XXXX,8,10,F,1,202109,1,116855,10.3,0
HU03,42,F,4,13,E,343,2,99,GS-13,K,XXXX,8,10,F,1,202106,1,116855,10,HU03,42,F,4,13,E,343,2,99,GS-13,K,XXXX,8,10,F,1,202109,1,117025,10.3,1
HU03,42,F,17,13,G,301,2,99,GS-13,K,XXXX,8,10,F,1,202106,1,110178,20.3,HU03,42,F,17,13,G,301,2,99,GS-13,K,XXXX,8,10,F,1,202109,1,110178,20.6,0
HU03,42,D,11,12,D,360,2,99,GS-12,H,XXXX,8,10,F,1,202106,1,85114,6.9,HU03,42,D,11,12,D,360,2,99,GS-12,H,XXXX,8,10,F,1,202109,1,87775,7.2,1
HU03,42,I,13,15,D,905,1,99,GS-15,Q,XXXX,2,30,F,1,202106,1,172500,8.2,HU03,42,I,13,15,D,905,1,99,GS-15,Q,XXXX,2,30,F,1,202109,1,172500,8.5,0
HU03,42,I,4,13,D,1101,2,99,GS-13,K,XXXX,2,10,F,1,202106,1,113517,6.9,HU03,42,I,4,13,D,1101,2,99,GS-13,K,XXXX,2,10,F,1,202109,1,116855,7.2,1
HU03,18,E,13,13,D,301,2,99,GS-13,J,XXXX,8,10,F,1,202106,1,102206,6.8,HU03,18,E,13,13,D,301,2,99,GS-13,J,XXXX,8,10,F,1,202109,1,102206,7.1,0
HU03,42,D,17,11,D,360,2,99,GS-11,G,XXXX,8,15,F,1,202106,1,70275,5.9,HU03,42,D,17,11,D,360,2,99,GS-11,G,XXXX,8,15,F,1,202109,1,70275,6.2,0
HU03,42,I,13,12,D,1171,2,99,GS-12,I,XXXX,8,10,F,1,202106,1,95464,5.8,HU03,42,I,13,12,D,1171,2,99,GS-12,I,XXXX,8,10,F,1,202109,1,95464,6.1,0
HU03,11,H,13,13,D,1101,2,99,GS-13,K,XXXX,8,10,F,1,202106,1,117516,5.8,HU03,11,H,13,13,D,1101,2,99,GS-13,K,XXXX,8,10,F,1,202109,1,117516,6.1,0
HU03,42,J,4,13,D,1171,2,99,GS-13,J,XXXX,8,10,F,1,202106,1,106839,5.5,HU03,42,J,4,13,D,1171,2,99,GS-13,K,XXXX,8,10,F,1,202109,1,110178,5.8,1
HU03,42,F,7,12,D,1101,2,99,GS-12,I,XXXX,8,10,F,1,202106,1,95464,5.3,HU03,42,F,7,12,D,1101,2,99,GS-12,I,XXXX,8,10,F,1,202109,1,95464,5.6,0
HU03,42,H,4,13,F,1101,2,99,GS-13,K,XXXX,8,10,F,1,202106,1,110178,16.4,HU03,42,H,4,13,F,1101,2,99,GS-13,K,XXXX,8,10,F,1,202109,1,110178,16.7,0
HU03,42,D,17,13,C,343,2,99,GS-13,J,XXXX,8,10,F,1,202106,1,100161,4.5,HU03,42,D,17,13,C,343,2,99,GS-13,J,XXXX,8,10,F,1,202109,1,100161,4.8,0
HU03,24,G,4,13,C,1101,2,99,GS-13,L,XXXX,8,10,F,1,202106,1,127885,4.4,HU03,24,G,4,13,C,1101,2,99,GS-13,L,XXXX,8,10,F,1,202109,1,127885,4.7,0
HU03,42,H,4,12,C,1171,2,99,GS-12,I,XXXX,8,10,F,1,202106,1,92656,3.9,HU03,42,H,4,12,C,1171,2,99,GS-12,I,XXXX,8,10,F,1,202109,1,92656,4.2,0
HU03,42,F,13,12,C,1101,2,99,GS-12,I,XXXX,8,10,F,1,202106,1,92656,3.8,HU03,42,F,13,12,C,1101,2,99,GS-12,I,XXXX,8,10,F,1,202109,1,92656,4.1,0
HU03,24,G,13,12,B,1101,2,99,GS-12,I,XXXX,8,15,F,1,202106,1,90106,1.3,HU03,24,G,13,12,B,1101,2,99,GS-12,I,XXXX,8,15,F,1,202109,1,90106,1.6,0
HU03,42,I,13,12,D,1101,2,99,GS-12,H,XXXX,8,10,F,1,202106,1,89848,6.5,HU03,42,I,13,12,D,1101,2,99,GS-12,H,XXXX,8,10,F,1,202109,1,89848,6.8,0
HU03,42,I,4,13,B,1101,2,99,GS-13,J,XXXX,8,15,F,1,202106,1,100161,2.5,HU03,42,I,4,13,B,1101,2,99,GS-13,J,XXXX,8,15,F,1,202109,1,100161,2.8,0
HU03,42,I,13,12,B,301,2,99,GS-12,H,XXXX,8,15,F,1,202106,1,89848,2,HU03,42,I,13,12,B,301,2,99,GS-12,H,XXXX,8,15,F,1,202109,1,89848,2.3,0
HU03,42,E,17,11,B,110,1,99,GS-11,G,110,8,15,F,1,202106,1,70275,1.8,HU03,42,E,17,11,B,110,1,99,GS-11,G,110,8,15,F,1,202109,1,72618,2.1,1
HU03,42,H,4,12,B,1101,2,99,GS-12,H,XXXX,8,15,F,1,202106,1,87039,1.8,HU03,42,H,4,12,B,1101,2,99,GS-12,H,XXXX,8,15,F,1,202109,1,89848,2.1,1
HU03,51,E,13,13,B,301,2,99,GS-13,I,XXXX,8,15,F,1,202106,1,95322,1.8,HU03,51,E,13,13,B,301,2,99,GS-13,I,XXXX,8,15,F,1,202109,1,95322,2.1,0
HU03,42,D,17,11,B,110,1,99,GS-11,G,110,8,15,F,1,202106,1,70275,1.8,HU03,42,D,17,12,B,110,1,99,GS-12,H,110,8,15,F,1,202109,1,84231,2.1,1
HU03,24,E,17,13,B,1101,2,99,GS-13,J,XXXX,8,15,F,1,202106,1,107146,1.5,HU03,24,E,17,13,B,1101,2,99,GS-13,J,XXXX,8,15,F,1,202109,1,107146,1.8,0
HU03,42,I,13,12,B,301,2,99,GS-12,H,XXXX,8,15,F,1,202106,1,87039,1.4,HU03,42,I,13,12,B,301,2,99,GS-12,H,XXXX,8,15,F,1,202109,1,87039,1.7,0
HU03,24,D,4,12,B,1101,2,99,GS-12,I,XXXX,8,15,F,1,202106,1,90106,1.4,HU03,24,D,4,12,B,1101,2,99,GS-12,I,XXXX,8,15,F,1,202109,1,90106,1.7,0
HU03,42,F,17,12,B,301,2,99,GS-12,G,XXXX,8,15,F,1,202106,1,79794,1.3,HU03,42,F,17,12,B,301,2,99,GS-12,G,XXXX,8,15,F,1,202109,1,79794,1.6,0
HU03,42,H,17,7,B,360,2,99,GS-07,D,XXXX,8,40,F,2,202106,1,47484,1,HU03,42,H,17,9,B,360,2,99,GS-09,E,XXXX,8,40,F,2,202109,1,58083,1.3,1
HU03,42,F,17,12,A,1101,2,99,GS-12,H,XXXX,8,30,F,1,202106,1,84231,0.5,HU03,42,F,17,12,A,1101,2,99,GS-12,H,XXXX,8,30,F,1,202109,1,84231,0.8,0
HU03,24,D,17,11,A,343,2,99,GS-11,G,XXXX,8,15,F,1,202106,1,72750,0.5,HU03,24,D,17,11,A,343,2,99,GS-11,G,XXXX,8,15,F,1,202109,1,72750,0.8,0
HU03,42,F,17,12,A,801,1,99,GS-12,H,801,8,15,F,1,202106,1,84231,0.4,HU03,42,F,17,12,A,801,1,99,GS-12,H,801,8,15,F,1,202109,1,84231,0.7,0
HU03,24,G,17,12,A,1101,2,99,GS-12,K,XXXX,8,15,F,1,202106,1,113362,0,HU03,24,G,17,12,A,1101,2,99,GS-12,K,XXXX,8,15,F,1,202109,1,113362,0.3,0
HU03,24,G,13,14,G,360,2,99,GS-14,O,XXXX,2,10,F,1,202106,1,155202,22.5,HU03,24,G,13,14,G,360,2,99,GS-14,O,XXXX,2,10,F,1,202109,1,155202,22.8,0
HU04,47,G,17,11,F,1101,2,99,GS-11,F,XXXX,8,10,F,1,202106,1,64649,18.3,HU04,47,G,17,11,F,1101,2,99,GS-11,F,XXXX,8,10,F,1,202109,1,64649,18.6,0
HU04,12,G,4,13,G,1101,2,99,GS-13,K,XXXX,8,10,F,1,202106,1,114510,22.9,HU04,12,G,4,13,G,1101,2,99,GS-13,K,XXXX,8,10,F,1,202109,1,114510,23.2,0
HU04,13,H,17,13,F,1101,2,99,GS-13,J,XXXX,8,10,F,1,202106,1,103550,17,HU04,13,H,17,13,F,1101,2,99,GS-13,J,XXXX,8,10,F,1,202109,1,103550,17.3,0
HU04,13,G,4,12,E,360,2,99,GS-12,H,XXXX,8,10,F,1,202106,1,89803,11.6,HU04,13,G,4,12,E,360,2,99,GS-12,I,XXXX,8,10,F,1,202109,1,92525,11.9,1
HU04,13,G,4,12,E,360,2,99,GS-12,H,XXXX,8,10,F,1,202106,1,89803,11.6,HU04,13,G,4,13,E,1101,2,99,GS-13,J,XXXX,8,10,F,1,202109,1,103550,11.9,1
HU04,47,K,17,13,E,1101,2,99,GS-13,J,XXXX,8,10,F,1,202106,1,104429,13,HU04,47,K,17,13,E,1101,2,99,GS-13,J,XXXX,8,10,F,1,202109,1,107501,13.3,1
HU04,13,I,7,13,I,1101,2,99,GS-13,K,XXXX,8,10,F,1,202106,1,113258,31.7,HU04,13,I,7,13,I,1101,2,99,GS-13,K,XXXX,8,10,F,1,202109,1,113258,32,0
HU04,13,K,12,14,I,1101,2,99,GS-14,N,XXXX,8,10,F,1,202106,1,149129,33,HU04,13,K,12,14,I,1101,2,99,GS-14,N,XXXX,8,10,F,1,202109,1,149129,33.3,0
